stemID           LocationX        LocationY        Length           Radians         
15394            20.42            335.35           40.83            1.05            
15395            20.42            335.35           25.73            0.52            
15396            22.05            308.20           18.91            2.09            
15397            22.05            308.20           30.01            1.57            
15398            22.05            308.20           18.91            1.05            
15399            44.10            316.37           27.79            1.57            
15400            44.10            316.37           44.09            1.05            
15401            44.10            316.37           27.79            0.52            
15402            48.04            293.19           18.91            1.05            
15403            48.04            293.19           30.01            0.52            
15404            48.04            293.19           18.91            0.00            
15405            11.90            276.89           15.01            2.62            
15406            11.90            276.89           23.82            2.09            
15407            11.90            276.89           15.01            1.57            
15408            23.81            291.26           22.06            2.09            
15409            23.81            291.26           35.00            1.57            
15410            23.81            291.26           22.06            1.05            
15411            35.73            276.89           15.01            1.57            
15412            35.73            276.89           23.82            1.05            
15413            35.73            276.89           15.01            0.52            
15414            47.63            294.90           20.43            2.09            
15415            47.63            294.90           32.41            1.57            
15416            47.63            294.90           20.43            1.05            
15417            71.44            303.73           30.01            1.57            
15418            71.44            303.73           47.62            1.05            
15419            71.44            303.73           30.01            0.52            
15420            75.70            278.70           20.43            1.05            
15421            75.70            278.70           32.41            0.52            
15422            75.70            278.70           20.43            0.00            
15423            66.05            259.38           15.01            1.57            
15424            66.05            259.38           23.82            1.05            
15425            66.05            259.38           15.01            0.52            
15426            84.45            256.25           22.06            1.05            
15427            84.45            256.25           35.00            0.52            
15428            84.45            256.25           22.06            0.00            
15429            77.96            238.75           15.01            0.52            
15430            77.96            238.75           23.82            0.00            
15431            77.96            238.75           15.01            -0.52           
15432            -6.98            241.59           12.87            3.14            
15433            -6.98            241.59           20.43            2.62            
15434            -6.98            241.59           12.87            2.09            
15435            -4.29            257.37           18.91            2.62            
15436            -4.29            257.37           30.01            2.09            
15437            -4.29            257.37           18.91            1.57            
15438            10.71            251.80           12.87            2.09            
15439            10.71            251.80           20.43            1.57            
15440            10.71            251.80           12.87            1.05            
15441            11.82            270.28           17.51            2.62            
15442            11.82            270.28           27.79            2.09            
15443            11.82            270.28           17.51            1.57            
15444            25.72            287.05           25.73            2.09            
15445            25.72            287.05           40.83            1.57            
15446            25.72            287.05           25.73            1.05            
15447            39.62            270.28           17.51            1.57            
15448            39.62            270.28           27.79            1.05            
15449            39.62            270.28           17.51            0.52            
15450            40.73            251.80           12.87            2.09            
15451            40.73            251.80           20.43            1.57            
15452            40.73            251.80           12.87            1.05            
15453            55.73            257.37           18.91            1.57            
15454            55.73            257.37           30.01            1.05            
15455            55.73            257.37           18.91            0.52            
15456            58.42            241.59           12.87            1.05            
15457            58.42            241.59           20.43            0.52            
15458            58.42            241.59           12.87            0.00            
15459            38.57            269.19           16.22            2.62            
15460            38.57            269.19           25.73            2.09            
15461            38.57            269.19           16.22            1.57            
15462            51.44            284.71           23.82            2.09            
15463            51.44            284.71           37.80            1.57            
15464            51.44            284.71           23.82            1.05            
15465            64.31            269.19           16.22            1.57            
15466            64.31            269.19           25.73            1.05            
15467            64.31            269.19           16.22            0.52            
15468            77.16            288.65           22.06            2.09            
15469            77.16            288.65           35.00            1.57            
15470            77.16            288.65           22.06            1.05            
15471            102.87           298.18           32.41            1.57            
15472            102.87           298.18           51.43            1.05            
15473            102.87           298.18           32.41            0.52            
15474            107.47           271.14           22.06            1.05            
15475            107.47           271.14           35.00            0.52            
15476            107.47           271.14           22.06            0.00            
15477            97.05            250.28           16.22            1.57            
15478            97.05            250.28           25.73            1.05            
15479            97.05            250.28           16.22            0.52            
15480            116.92           246.90           23.82            1.05            
15481            116.92           246.90           37.80            0.52            
15482            116.92           246.90           23.82            0.00            
15483            109.91           228.00           16.22            0.52            
15484            109.91           228.00           25.73            0.00            
15485            109.91           228.00           16.22            -0.52           
15486            76.09            231.39           12.87            2.09            
15487            76.09            231.39           20.43            1.57            
15488            76.09            231.39           12.87            1.05            
15489            91.10            236.95           18.91            1.57            
15490            91.10            236.95           30.01            1.05            
15491            91.10            236.95           18.91            0.52            
15492            93.78            221.17           12.87            1.05            
15493            93.78            221.17           20.43            0.52            
15494            93.78            221.17           12.87            0.00            
15495            110.34           229.45           17.51            1.57            
15496            110.34           229.45           27.79            1.05            
15497            110.34           229.45           17.51            0.52            
15498            131.81           225.80           25.73            1.05            
15499            131.81           225.80           40.83            0.52            
15500            131.81           225.80           25.73            0.00            
15501            124.24           205.38           17.51            0.52            
15502            124.24           205.38           27.79            0.00            
15503            124.24           205.38           17.51            -0.52           
15504            108.79           195.18           12.87            1.05            
15505            108.79           195.18           20.43            0.52            
15506            108.79           195.18           12.87            0.00            
15507            121.11           184.96           18.91            0.52            
15508            121.11           184.96           30.01            0.00            
15509            121.11           184.96           18.91            -0.52           
15510            108.79           174.75           12.87            0.00            
15511            108.79           174.75           20.43            -0.52           
15512            108.79           174.75           12.87            -1.05           
15513            -34.11           202.38           11.92            3.67            
15514            -34.11           202.38           18.91            3.14            
15515            -34.11           202.38           11.92            2.62            
15516            -39.26           216.28           17.51            3.14            
15517            -39.26           216.28           27.79            2.62            
15518            -39.26           216.28           17.51            2.09            
15519            -24.65           218.76           11.92            2.62            
15520            -24.65           218.76           18.91            2.09            
15521            -24.65           218.76           11.92            1.57            
15522            -32.32           234.10           16.22            3.14            
15523            -32.32           234.10           25.73            2.62            
15524            -32.32           234.10           16.22            2.09            
15525            -28.94           253.97           23.82            2.62            
15526            -28.94           253.97           37.80            2.09            
15527            -28.94           253.97           23.82            1.57            
15528            -10.03           246.96           16.22            2.09            
15529            -10.03           246.96           25.73            1.57            
15530            -10.03           246.96           16.22            1.05            
15531            -0.58            232.66           11.92            2.62            
15532            -0.58            232.66           18.91            2.09            
15533            -0.58            232.66           11.92            1.57            
15534            8.87             244.07           17.51            2.09            
15535            8.87             244.07           27.79            1.57            
15536            8.87             244.07           17.51            1.05            
15537            18.33            232.66           11.92            1.57            
15538            18.33            232.66           18.91            1.05            
15539            18.33            232.66           11.92            0.52            
15540            -10.36           245.60           15.01            3.14            
15541            -10.36           245.60           23.82            2.62            
15542            -10.36           245.60           15.01            2.09            
15543            -7.23            264.01           22.06            2.62            
15544            -7.23            264.01           35.00            2.09            
15545            -7.23            264.01           22.06            1.57            
15546            10.27            257.52           15.01            2.09            
15547            10.27            257.52           23.82            1.57            
15548            10.27            257.52           15.01            1.05            
15549            11.57            279.07           20.43            2.62            
15550            11.57            279.07           32.41            2.09            
15551            11.57            279.07           20.43            1.57            
15552            27.78            298.62           30.01            2.09            
15553            27.78            298.62           47.62            1.57            
15554            27.78            298.62           30.01            1.05            
15555            43.98            279.07           20.43            1.57            
15556            43.98            279.07           32.41            1.05            
15557            43.98            279.07           20.43            0.52            
15558            45.28            257.52           15.01            2.09            
15559            45.28            257.52           23.82            1.57            
15560            45.28            257.52           15.01            1.05            
15561            62.79            264.01           22.06            1.57            
15562            62.79            264.01           35.00            1.05            
15563            62.79            264.01           22.06            0.52            
15564            65.92            245.60           15.01            1.05            
15565            65.92            245.60           23.82            0.52            
15566            65.92            245.60           15.01            0.00            
15567            37.23            232.66           11.92            2.62            
15568            37.23            232.66           18.91            2.09            
15569            37.23            232.66           11.92            1.57            
15570            46.68            244.07           17.51            2.09            
15571            46.68            244.07           27.79            1.57            
15572            46.68            244.07           17.51            1.05            
15573            56.14            232.66           11.92            1.57            
15574            56.14            232.66           18.91            1.05            
15575            56.14            232.66           11.92            0.52            
15576            65.59            246.96           16.22            2.09            
15577            65.59            246.96           25.73            1.57            
15578            65.59            246.96           16.22            1.05            
15579            84.49            253.97           23.82            1.57            
15580            84.49            253.97           37.80            1.05            
15581            84.49            253.97           23.82            0.52            
15582            87.87            234.10           16.22            1.05            
15583            87.87            234.10           25.73            0.52            
15584            87.87            234.10           16.22            0.00            
15585            80.21            218.76           11.92            1.57            
15586            80.21            218.76           18.91            1.05            
15587            80.21            218.76           11.92            0.52            
15588            94.82            216.28           17.51            1.05            
15589            94.82            216.28           27.79            0.52            
15590            94.82            216.28           17.51            0.00            
15591            89.67            202.38           11.92            0.52            
15592            89.67            202.38           18.91            0.00            
15593            89.67            202.38           11.92            -0.52           
15594            20.24            239.43           13.90            3.14            
15595            20.24            239.43           22.06            2.62            
15596            20.24            239.43           13.90            2.09            
15597            23.14            256.47           20.43            2.62            
15598            23.14            256.47           32.41            2.09            
15599            23.14            256.47           20.43            1.57            
15600            39.35            250.46           13.90            2.09            
15601            39.35            250.46           22.06            1.57            
15602            39.35            250.46           13.90            1.05            
15603            40.55            270.42           18.91            2.62            
15604            40.55            270.42           30.01            2.09            
15605            40.55            270.42           18.91            1.57            
15606            55.56            288.52           27.79            2.09            
15607            55.56            288.52           44.09            1.57            
15608            55.56            288.52           27.79            1.05            
15609            70.56            270.42           18.91            1.57            
15610            70.56            270.42           30.01            1.05            
15611            70.56            270.42           18.91            0.52            
15612            71.76            250.46           13.90            2.09            
15613            71.76            250.46           22.06            1.57            
15614            71.76            250.46           13.90            1.05            
15615            87.97            256.47           20.43            1.57            
15616            87.97            256.47           32.41            1.05            
15617            87.97            256.47           20.43            0.52            
15618            90.87            239.43           13.90            1.05            
15619            90.87            239.43           22.06            0.52            
15620            90.87            239.43           13.90            0.00            
15621            69.44            269.23           17.51            2.62            
15622            69.44            269.23           27.79            2.09            
15623            69.44            269.23           17.51            1.57            
15624            83.33            286.00           25.73            2.09            
15625            83.33            286.00           40.83            1.57            
15626            83.33            286.00           25.73            1.05            
15627            97.23            269.23           17.51            1.57            
15628            97.23            269.23           27.79            1.05            
15629            97.23            269.23           17.51            0.52            
15630            111.11           290.25           23.82            2.09            
15631            111.11           290.25           37.80            1.57            
15632            111.11           290.25           23.82            1.05            
15633            138.88           300.55           35.00            1.57            
15634            138.88           300.55           55.54            1.05            
15635            138.88           300.55           35.00            0.52            
15636            143.85           271.35           23.82            1.05            
15637            143.85           271.35           37.80            0.52            
15638            143.85           271.35           23.82            0.00            
15639            132.59           248.82           17.51            1.57            
15640            132.59           248.82           27.79            1.05            
15641            132.59           248.82           17.51            0.52            
15642            154.05           245.17           25.73            1.05            
15643            154.05           245.17           40.83            0.52            
15644            154.05           245.17           25.73            0.00            
15645            146.48           224.75           17.51            0.52            
15646            146.48           224.75           27.79            0.00            
15647            146.48           224.75           17.51            -0.52           
15648            109.96           228.41           13.90            2.09            
15649            109.96           228.41           22.06            1.57            
15650            109.96           228.41           13.90            1.05            
15651            126.16           234.42           20.43            1.57            
15652            126.16           234.42           32.41            1.05            
15653            126.16           234.42           20.43            0.52            
15654            129.06           217.38           13.90            1.05            
15655            129.06           217.38           22.06            0.52            
15656            129.06           217.38           13.90            0.00            
15657            146.95           226.32           18.91            1.57            
15658            146.95           226.32           30.01            1.05            
15659            146.95           226.32           18.91            0.52            
15660            170.13           222.37           27.79            1.05            
15661            170.13           222.37           44.09            0.52            
15662            170.13           222.37           27.79            0.00            
15663            161.95           200.32           18.91            0.52            
15664            161.95           200.32           30.01            0.00            
15665            161.95           200.32           18.91            -0.52           
15666            145.27           189.31           13.90            1.05            
15667            145.27           189.31           22.06            0.52            
15668            145.27           189.31           13.90            0.00            
15669            158.58           178.27           20.43            0.52            
15670            158.58           178.27           32.41            0.00            
15671            158.58           178.27           20.43            -0.52           
15672            145.27           167.24           13.90            0.00            
15673            145.27           167.24           22.06            -0.52           
15674            145.27           167.24           13.90            -1.05           
15675            78.47            208.84           11.92            2.62            
15676            78.47            208.84           18.91            2.09            
15677            78.47            208.84           11.92            1.57            
15678            87.93            220.25           17.51            2.09            
15679            87.93            220.25           27.79            1.57            
15680            87.93            220.25           17.51            1.05            
15681            97.39            208.84           11.92            1.57            
15682            97.39            208.84           18.91            1.05            
15683            97.39            208.84           11.92            0.52            
15684            106.84           223.15           16.22            2.09            
15685            106.84           223.15           25.73            1.57            
15686            106.84           223.15           16.22            1.05            
15687            125.74           230.16           23.82            1.57            
15688            125.74           230.16           37.80            1.05            
15689            125.74           230.16           23.82            0.52            
15690            129.12           210.28           16.22            1.05            
15691            129.12           210.28           25.73            0.52            
15692            129.12           210.28           16.22            0.00            
15693            121.46           194.95           11.92            1.57            
15694            121.46           194.95           18.91            1.05            
15695            121.46           194.95           11.92            0.52            
15696            136.07           192.46           17.51            1.05            
15697            136.07           192.46           27.79            0.52            
15698            136.07           192.46           17.51            0.00            
15699            130.91           178.57           11.92            0.52            
15700            130.91           178.57           18.91            0.00            
15701            130.91           178.57           11.92            -0.52           
15702            127.78           209.89           15.01            2.09            
15703            127.78           209.89           23.82            1.57            
15704            127.78           209.89           15.01            1.05            
15705            145.28           216.38           22.06            1.57            
15706            145.28           216.38           35.00            1.05            
15707            145.28           216.38           22.06            0.52            
15708            148.41           197.97           15.01            1.05            
15709            148.41           197.97           23.82            0.52            
15710            148.41           197.97           15.01            0.00            
15711            167.73           207.63           20.43            1.57            
15712            167.73           207.63           32.41            1.05            
15713            167.73           207.63           20.43            0.52            
15714            192.76           203.37           30.01            1.05            
15715            192.76           203.37           47.62            0.52            
15716            192.76           203.37           30.01            0.00            
15717            183.93           179.56           20.43            0.52            
15718            183.93           179.56           32.41            0.00            
15719            183.93           179.56           20.43            -0.52           
15720            165.92           167.65           15.01            1.05            
15721            165.92           167.65           23.82            0.52            
15722            165.92           167.65           15.01            0.00            
15723            180.29           155.74           22.06            0.52            
15724            180.29           155.74           35.00            0.00            
15725            180.29           155.74           22.06            -0.52           
15726            165.92           143.83           15.01            0.00            
15727            165.92           143.83           23.82            -0.52           
15728            165.92           143.83           15.01            -1.05           
15729            140.36           162.20           11.92            1.57            
15730            140.36           162.20           18.91            1.05            
15731            140.36           162.20           11.92            0.52            
15732            154.97           159.72           17.51            1.05            
15733            154.97           159.72           27.79            0.52            
15734            154.97           159.72           17.51            0.00            
15735            149.82           145.82           11.92            0.52            
15736            149.82           145.82           18.91            0.00            
15737            149.82           145.82           11.92            -0.52           
15738            166.93           144.79           16.22            1.05            
15739            166.93           144.79           25.73            0.52            
15740            166.93           144.79           16.22            0.00            
15741            182.45           131.93           23.82            0.52            
15742            182.45           131.93           37.80            0.00            
15743            182.45           131.93           23.82            -0.52           
15744            166.93           119.06           16.22            0.00            
15745            166.93           119.06           25.73            -0.52           
15746            166.93           119.06           16.22            -1.05           
15747            149.82           118.03           11.92            0.52            
15748            149.82           118.03           18.91            0.00            
15749            149.82           118.03           11.92            -0.52           
15750            154.97           104.14           17.51            0.00            
15751            154.97           104.14           27.79            -0.52           
15752            154.97           104.14           17.51            -1.05           
15753            140.36           101.65           11.92            -0.52           
15754            140.36           101.65           18.91            -1.05           
15755            140.36           101.65           11.92            -1.57           
15756            -141.12          87.47            7.51             5.24            
15757            -141.12          87.47            12.87            4.71            
15758            -141.12          87.47            7.51             4.19            
15759            -151.33          82.65            11.92            4.71            
15760            -151.33          82.65            20.43            4.19            
15761            -151.33          82.65            11.92            3.67            
15762            -152.27          93.90            7.51             4.19            
15763            -152.27          93.90            12.87            3.67            
15764            -152.27          93.90            7.51             3.14            
15765            -163.73          88.97            10.22            4.71            
15766            -163.73          88.97            17.51            4.19            
15767            -163.73          88.97            10.22            3.67            
15768            -179.04          90.24            16.21            4.19            
15769            -179.04          90.24            27.79            3.67            
15770            -179.04          90.24            16.21            3.14            
15771            -172.48          104.14           10.22            3.67            
15772            -172.48          104.14           17.51            3.14            
15773            -172.48          104.14           10.22            2.62            
15774            -160.14          112.07           6.95             4.19            
15775            -160.14          112.07           11.92            3.67            
15776            -160.14          112.07           6.95             3.14            
15777            -168.73          118.03           11.04            3.67            
15778            -168.73          118.03           18.91            3.14            
15779            -168.73          118.03           11.04            2.62            
15780            -160.14          123.99           6.95             3.14            
15781            -160.14          123.99           11.92            2.62            
15782            -160.14          123.99           6.95             2.09            
15783            -175.04          105.02           9.46             4.71            
15784            -175.04          105.02           16.21            4.19            
15785            -175.04          105.02           9.46             3.67            
15786            -189.21          106.20           15.01            4.19            
15787            -189.21          106.20           25.73            3.67            
15788            -189.21          106.20           15.01            3.14            
15789            -183.15          119.06           9.46             3.67            
15790            -183.15          119.06           16.21            3.14            
15791            -183.15          119.06           9.46             2.62            
15792            -203.08          120.02           13.90            4.19            
15793            -203.08          120.02           23.82            3.67            
15794            -203.08          120.02           13.90            3.14            
15795            -220.26          131.93           22.06            3.67            
15796            -220.26          131.93           37.80            3.14            
15797            -220.26          131.93           22.06            2.62            
15798            -203.08          143.84           13.90            3.14            
15799            -203.08          143.84           23.82            2.62            
15800            -203.08          143.84           13.90            2.09            
15801            -183.15          144.79           9.46             3.67            
15802            -183.15          144.79           16.21            3.14            
15803            -183.15          144.79           9.46             2.62            
15804            -189.21          157.66           15.01            3.14            
15805            -189.21          157.66           25.73            2.62            
15806            -189.21          157.66           15.01            2.09            
15807            -175.04          158.84           9.46             2.62            
15808            -175.04          158.84           16.21            2.09            
15809            -175.04          158.84           9.46             1.57            
15810            -160.14          139.86           6.95             4.19            
15811            -160.14          139.86           11.92            3.67            
15812            -160.14          139.86           6.95             3.14            
15813            -168.73          145.82           11.04            3.67            
15814            -168.73          145.82           18.91            3.14            
15815            -168.73          145.82           11.04            2.62            
15816            -160.14          151.78           6.95             3.14            
15817            -160.14          151.78           11.92            2.62            
15818            -160.14          151.78           6.95             2.09            
15819            -172.48          159.72           10.22            3.67            
15820            -172.48          159.72           17.51            3.14            
15821            -172.48          159.72           10.22            2.62            
15822            -179.04          173.61           16.21            3.14            
15823            -179.04          173.61           27.79            2.62            
15824            -179.04          173.61           16.21            2.09            
15825            -163.73          174.88           10.22            2.62            
15826            -163.73          174.88           17.51            2.09            
15827            -163.73          174.88           10.22            1.57            
15828            -150.68          168.16           6.95             3.14            
15829            -150.68          168.16           11.92            2.62            
15830            -150.68          168.16           6.95             2.09            
15831            -149.82          178.58           11.04            2.62            
15832            -149.82          178.58           18.91            2.09            
15833            -149.82          178.58           11.04            1.57            
15834            -140.36          174.12           6.95             2.09            
15835            -140.36          174.12           11.92            1.57            
15836            -140.36          174.12           6.95             1.05            
15837            -173.42          130.83           8.76             4.71            
15838            -173.42          130.83           15.01            4.19            
15839            -173.42          130.83           8.76             3.67            
15840            -186.55          131.92           13.90            4.19            
15841            -186.55          131.92           23.82            3.67            
15842            -186.55          131.92           13.90            3.14            
15843            -180.93          143.83           8.76             3.67            
15844            -180.93          143.83           15.01            3.14            
15845            -180.93          143.83           8.76             2.62            
15846            -199.39          144.71           12.87            4.19            
15847            -199.39          144.71           22.06            3.67            
15848            -199.39          144.71           12.87            3.14            
15849            -215.29          155.74           20.42            3.67            
15850            -215.29          155.74           35.00            3.14            
15851            -215.29          155.74           20.42            2.62            
15852            -199.39          166.77           12.87            3.14            
15853            -199.39          166.77           22.06            2.62            
15854            -199.39          166.77           12.87            2.09            
15855            -180.93          167.65           8.76             3.67            
15856            -180.93          167.65           15.01            3.14            
15857            -180.93          167.65           8.76             2.62            
15858            -186.55          179.57           13.90            3.14            
15859            -186.55          179.57           23.82            2.62            
15860            -186.55          179.57           13.90            2.09            
15861            -173.42          180.66           8.76             2.62            
15862            -173.42          180.66           15.01            2.09            
15863            -173.42          180.66           8.76             1.57            
15864            -201.62          169.34           11.92            4.19            
15865            -201.62          169.34           20.42            3.67            
15866            -201.62          169.34           11.92            3.14            
15867            -216.35          179.56           18.91            3.67            
15868            -216.35          179.56           32.41            3.14            
15869            -216.35          179.56           18.91            2.62            
15870            -201.62          189.77           11.92            3.14            
15871            -201.62          189.77           20.42            2.62            
15872            -201.62          189.77           11.92            2.09            
15873            -222.77          203.37           17.51            3.67            
15874            -222.77          203.37           30.01            3.14            
15875            -222.77          203.37           17.51            2.62            
15876            -234.00          227.18           27.79            3.14            
15877            -234.00          227.18           47.62            2.62            
15878            -234.00          227.18           27.79            2.09            
15879            -207.77          229.36           17.51            2.62            
15880            -207.77          229.36           30.01            2.09            
15881            -207.77          229.36           17.51            1.57            
15882            -185.42          217.84           11.92            3.14            
15883            -185.42          217.84           20.42            2.62            
15884            -185.42          217.84           11.92            2.09            
15885            -183.93          235.70           18.91            2.62            
15886            -183.93          235.70           32.41            2.09            
15887            -183.93          235.70           18.91            1.57            
15888            -167.73          228.05           11.92            2.09            
15889            -167.73          228.05           20.42            1.57            
15890            -167.73          228.05           11.92            1.05            
15891            -163.43          197.97           8.76             3.67            
15892            -163.43          197.97           15.01            3.14            
15893            -163.43          197.97           8.76             2.62            
15894            -169.04          209.89           13.90            3.14            
15895            -169.04          209.89           23.82            2.62            
15896            -169.04          209.89           13.90            2.09            
15897            -155.92          210.98           8.76             2.62            
15898            -155.92          210.98           15.01            2.09            
15899            -155.92          210.98           8.76             1.57            
15900            -164.39          227.41           12.87            3.14            
15901            -164.39          227.41           22.06            2.62            
15902            -164.39          227.41           12.87            2.09            
15903            -162.78          246.69           20.42            2.62            
15904            -162.78          246.69           35.00            2.09            
15905            -162.78          246.69           20.42            1.57            
15906            -145.28          238.44           12.87            2.09            
15907            -145.28          238.44           22.06            1.57            
15908            -145.28          238.44           12.87            1.05            
15909            -135.29          222.89           8.76             2.62            
15910            -135.29          222.89           15.01            2.09            
15911            -135.29          222.89           8.76             1.57            
15912            -127.78          233.71           13.90            2.09            
15913            -127.78          233.71           23.82            1.57            
15914            -127.78          233.71           13.90            1.05            
15915            -120.27          222.89           8.76             1.57            
15916            -120.27          222.89           15.01            1.05            
15917            -120.27          222.89           8.76             0.52            
15918            -141.24          172.61           6.95             4.19            
15919            -141.24          172.61           11.92            3.67            
15920            -141.24          172.61           6.95             3.14            
15921            -149.83          178.57           11.04            3.67            
15922            -149.83          178.57           18.91            3.14            
15923            -149.83          178.57           11.04            2.62            
