stemID           LocationX        LocationY        Length           Radians         
16128            -111.11          328.05           22.06            2.09            
16129            -111.11          328.05           37.80            1.57            
16130            -111.11          328.05           22.06            1.05            
16131            -99.19           310.88           13.90            1.57            
16132            -99.19           310.88           23.82            1.05            
16133            -99.19           310.88           13.90            0.52            
16134            -112.39          277.99           10.22            3.14            
16135            -112.39          277.99           17.51            2.62            
16136            -112.39          277.99           10.22            2.09            
16137            -111.12          293.30           16.21            2.62            
16138            -111.12          293.30           27.79            2.09            
16139            -111.12          293.30           16.21            1.57            
16140            -97.23           286.75           10.22            2.09            
16141            -97.23           286.75           17.51            1.57            
16142            -97.23           286.75           10.22            1.05            
16143            -96.20           308.28           15.01            2.62            
16144            -96.20           308.28           25.73            2.09            
16145            -96.20           308.28           15.01            1.57            
16146            -83.33           326.83           23.82            2.09            
16147            -83.33           326.83           40.83            1.57            
16148            -83.33           326.83           23.82            1.05            
16149            -70.47           308.28           15.01            1.57            
16150            -70.47           308.28           25.73            1.05            
16151            -70.47           308.28           15.01            0.52            
16152            -69.44           286.75           10.22            2.09            
16153            -69.44           286.75           17.51            1.57            
16154            -69.44           286.75           10.22            1.05            
16155            -55.54           293.30           16.21            1.57            
16156            -55.54           293.30           27.79            1.05            
16157            -55.54           293.30           16.21            0.52            
16158            -54.27           277.99           10.22            1.05            
16159            -54.27           277.99           17.51            0.52            
16160            -54.27           277.99           10.22            0.00            
16161            -104.77          239.43           8.11             3.67            
16162            -104.77          239.43           13.90            3.14            
16163            -104.77          239.43           8.11             2.62            
16164            -109.97          250.46           12.87            3.14            
16165            -109.97          250.46           22.06            2.62            
16166            -109.97          250.46           12.87            2.09            
16167            -97.82           251.47           8.11             2.62            
16168            -97.82           251.47           13.90            2.09            
16169            -97.82           251.47           8.11             1.57            
16170            -105.66          266.68           11.92            3.14            
16171            -105.66          266.68           20.42            2.62            
16172            -105.66          266.68           11.92            2.09            
16173            -104.18          284.54           18.91            2.62            
16174            -104.18          284.54           32.41            2.09            
16175            -104.18          284.54           18.91            1.57            
16176            -87.97           276.90           11.92            2.09            
16177            -87.97           276.90           20.42            1.57            
16178            -87.97           276.90           11.92            1.05            
16179            -78.71           262.50           8.11             2.62            
16180            -78.71           262.50           13.90            2.09            
16181            -78.71           262.50           8.11             1.57            
16182            -71.76           272.52           12.87            2.09            
16183            -71.76           272.52           22.06            1.57            
16184            -71.76           272.52           12.87            1.05            
16185            -64.81           262.50           8.11             1.57            
16186            -64.81           262.50           13.90            1.05            
16187            -64.81           262.50           8.11             0.52            
16188            -86.94           279.87           11.04            3.14            
16189            -86.94           279.87           18.91            2.62            
16190            -86.94           279.87           11.04            2.09            
16191            -85.57           296.41           17.51            2.62            
16192            -85.57           296.41           30.01            2.09            
16193            -85.57           296.41           17.51            1.57            
16194            -70.56           289.33           11.04            2.09            
16195            -70.56           289.33           18.91            1.57            
16196            -70.56           289.33           11.04            1.05            
16197            -69.45           312.59           16.21            2.62            
16198            -69.45           312.59           27.79            2.09            
16199            -69.45           312.59           16.21            1.57            
16200            -55.56           332.62           25.73            2.09            
16201            -55.56           332.62           44.09            1.57            
16202            -55.56           332.62           25.73            1.05            
16203            -41.66           312.59           16.21            1.57            
16204            -41.66           312.59           27.79            1.05            
16205            -41.66           312.59           16.21            0.52            
16206            -40.55           289.33           11.04            2.09            
16207            -40.55           289.33           18.91            1.57            
16208            -40.55           289.33           11.04            1.05            
16209            -25.54           296.41           17.51            1.57            
16210            -25.54           296.41           30.01            1.05            
16211            -25.54           296.41           17.51            0.52            
16212            -24.17           279.87           11.04            1.05            
16213            -24.17           279.87           18.91            0.52            
16214            -24.17           279.87           11.04            0.00            
16215            -46.30           262.50           8.11             2.62            
16216            -46.30           262.50           13.90            2.09            
16217            -46.30           262.50           8.11             1.57            
16218            -39.35           272.52           12.87            2.09            
16219            -39.35           272.52           22.06            1.57            
16220            -39.35           272.52           12.87            1.05            
16221            -32.40           262.50           8.11             1.57            
16222            -32.40           262.50           13.90            1.05            
16223            -32.40           262.50           8.11             0.52            
16224            -23.14           276.90           11.92            2.09            
16225            -23.14           276.90           20.42            1.57            
16226            -23.14           276.90           11.92            1.05            
16227            -6.93            284.54           18.91            1.57            
16228            -6.93            284.54           32.41            1.05            
16229            -6.93            284.54           18.91            0.52            
16230            -5.45            266.68           11.92            1.05            
16231            -5.45            266.68           20.42            0.52            
16232            -5.45            266.68           11.92            0.00            
16233            -13.29           251.47           8.11             1.57            
16234            -13.29           251.47           13.90            1.05            
16235            -13.29           251.47           8.11             0.52            
16236            -1.14            250.46           12.87            1.05            
16237            -1.14            250.46           22.06            0.52            
16238            -1.14            250.46           12.87            0.00            
16239            -6.34            239.43           8.11             0.52            
16240            -6.34            239.43           13.90            0.00            
16241            -6.34            239.43           8.11             -0.52           
16242            -99.99           196.42           6.95             4.19            
16243            -99.99           196.42           11.92            3.67            
16244            -99.99           196.42           6.95             3.14            
16245            -108.58          202.38           11.04            3.67            
16246            -108.58          202.38           18.91            3.14            
16247            -108.58          202.38           11.04            2.62            
16248            -99.99           208.34           6.95             3.14            
16249            -99.99           208.34           11.92            2.62            
16250            -99.99           208.34           6.95             2.09            
16251            -112.33          216.28           10.22            3.67            
16252            -112.33          216.28           17.51            3.14            
16253            -112.33          216.28           10.22            2.62            
16254            -118.88          230.17           16.21            3.14            
16255            -118.88          230.17           27.79            2.62            
16256            -118.88          230.17           16.21            2.09            
16257            -103.57          231.44           10.22            2.62            
16258            -103.57          231.44           17.51            2.09            
16259            -103.57          231.44           10.22            1.57            
16260            -90.53           224.72           6.95             3.14            
16261            -90.53           224.72           11.92            2.62            
16262            -90.53           224.72           6.95             2.09            
16263            -89.67           235.14           11.04            2.62            
16264            -89.67           235.14           18.91            2.09            
16265            -89.67           235.14           11.04            1.57            
16266            -80.21           230.68           6.95             2.09            
16267            -80.21           230.68           11.92            1.57            
16268            -80.21           230.68           6.95             1.05            
16269            -104.09          234.10           9.46             3.67            
16270            -104.09          234.10           16.21            3.14            
16271            -104.09          234.10           9.46             2.62            
16272            -110.15          246.96           15.01            3.14            
16273            -110.15          246.96           25.73            2.62            
16274            -110.15          246.96           15.01            2.09            
16275            -95.98           248.14           9.46             2.62            
16276            -95.98           248.14           16.21            2.09            
16277            -95.98           248.14           9.46             1.57            
16278            -105.12          265.88           13.90            3.14            
16279            -105.12          265.88           23.82            2.62            
16280            -105.12          265.88           13.90            2.09            
16281            -103.39          286.71           22.06            2.62            
16282            -103.39          286.71           37.80            2.09            
16283            -103.39          286.71           22.06            1.57            
16284            -84.49           277.80           13.90            2.09            
16285            -84.49           277.80           23.82            1.57            
16286            -84.49           277.80           13.90            1.05            
16287            -73.69           261.01           9.46             2.62            
16288            -73.69           261.01           16.21            2.09            
16289            -73.69           261.01           9.46             1.57            
16290            -65.59           272.69           15.01            2.09            
16291            -65.59           272.69           25.73            1.57            
16292            -65.59           272.69           15.01            1.05            
16293            -57.48           261.01           9.46             1.57            
16294            -57.48           261.01           16.21            1.05            
16295            -57.48           261.01           9.46             0.52            
16296            -66.46           238.62           6.95             3.14            
16297            -66.46           238.62           11.92            2.62            
16298            -66.46           238.62           6.95             2.09            
16299            -65.60           249.04           11.04            2.62            
16300            -65.60           249.04           18.91            2.09            
16301            -65.60           249.04           11.04            1.57            
16302            -56.14           244.58           6.95             2.09            
16303            -56.14           244.58           11.92            1.57            
16304            -56.14           244.58           6.95             1.05            
16305            -55.44           259.24           10.22            2.62            
16306            -55.44           259.24           17.51            2.09            
16307            -55.44           259.24           10.22            1.57            
16308            -46.68           271.86           16.21            2.09            
16309            -46.68           271.86           27.79            1.57            
16310            -46.68           271.86           16.21            1.05            
16311            -37.93           259.24           10.22            1.57            
16312            -37.93           259.24           17.51            1.05            
16313            -37.93           259.24           10.22            0.52            
16314            -37.23           244.58           6.95             2.09            
16315            -37.23           244.58           11.92            1.57            
16316            -37.23           244.58           6.95             1.05            
16317            -27.77           249.04           11.04            1.57            
16318            -27.77           249.04           18.91            1.05            
16319            -27.77           249.04           11.04            0.52            
16320            -26.90           238.62           6.95             1.05            
16321            -26.90           238.62           11.92            0.52            
16322            -26.90           238.62           6.95             0.00            
16323            -80.93           245.60           8.76             3.67            
16324            -80.93           245.60           15.01            3.14            
16325            -80.93           245.60           8.76             2.62            
16326            -86.55           257.51           13.90            3.14            
16327            -86.55           257.51           23.82            2.62            
16328            -86.55           257.51           13.90            2.09            
16329            -73.42           258.61           8.76             2.62            
16330            -73.42           258.61           15.01            2.09            
16331            -73.42           258.61           8.76             1.57            
16332            -81.89           275.04           12.87            3.14            
16333            -81.89           275.04           22.06            2.62            
16334            -81.89           275.04           12.87            2.09            
16335            -80.29           294.32           20.42            2.62            
16336            -80.29           294.32           35.00            2.09            
16337            -80.29           294.32           20.42            1.57            
16338            -62.79           286.07           12.87            2.09            
16339            -62.79           286.07           22.06            1.57            
16340            -62.79           286.07           12.87            1.05            
16341            -52.79           270.52           8.76             2.62            
16342            -52.79           270.52           15.01            2.09            
16343            -52.79           270.52           8.76             1.57            
16344            -45.28           281.34           13.90            2.09            
16345            -45.28           281.34           23.82            1.57            
16346            -45.28           281.34           13.90            1.05            
16347            -37.77           270.52           8.76             1.57            
16348            -37.77           270.52           15.01            1.05            
16349            -37.77           270.52           8.76             0.52            
16350            -61.67           289.28           11.92            3.14            
16351            -61.67           289.28           20.42            2.62            
16352            -61.67           289.28           11.92            2.09            
16353            -60.19           307.14           18.91            2.62            
16354            -60.19           307.14           32.41            2.09            
16355            -60.19           307.14           18.91            1.57            
16356            -43.98           299.50           11.92            2.09            
16357            -43.98           299.50           20.42            1.57            
16358            -43.98           299.50           11.92            1.05            
16359            -42.78           324.61           17.51            2.62            
16360            -42.78           324.61           30.01            2.09            
16361            -42.78           324.61           17.51            1.57            
16362            -27.78           346.24           27.79            2.09            
16363            -27.78           346.24           47.62            1.57            
16364            -27.78           346.24           27.79            1.05            
16365            -12.77           324.61           17.51            1.57            
16366            -12.77           324.61           30.01            1.05            
16367            -12.77           324.61           17.51            0.52            
16368            -11.57           299.50           11.92            2.09            
16369            -11.57           299.50           20.42            1.57            
16370            -11.57           299.50           11.92            1.05            
16371            4.64             307.14           18.91            1.57            
16372            4.64             307.14           32.41            1.05            
16373            4.64             307.14           18.91            0.52            
16374            6.12             289.28           11.92            1.05            
16375            6.12             289.28           20.42            0.52            
16376            6.12             289.28           11.92            0.00            
16377            -17.78           270.52           8.76             2.62            
16378            -17.78           270.52           15.01            2.09            
16379            -17.78           270.52           8.76             1.57            
16380            -10.27           281.34           13.90            2.09            
16381            -10.27           281.34           23.82            1.57            
16382            -10.27           281.34           13.90            1.05            
16383            -2.77            270.52           8.76             1.57            
16384            -2.77            270.52           15.01            1.05            
16385            -2.77            270.52           8.76             0.52            
16386            7.23             286.07           12.87            2.09            
16387            7.23             286.07           22.06            1.57            
16388            7.23             286.07           12.87            1.05            
16389            24.73            294.32           20.42            1.57            
16390            24.73            294.32           35.00            1.05            
16391            24.73            294.32           20.42            0.52            
16392            26.33            275.04           12.87            1.05            
16393            26.33            275.04           22.06            0.52            
16394            26.33            275.04           12.87            0.00            
16395            17.87            258.61           8.76             1.57            
16396            17.87            258.61           15.01            1.05            
16397            17.87            258.61           8.76             0.52            
16398            30.99            257.51           13.90            1.05            
16399            30.99            257.51           23.82            0.52            
16400            30.99            257.51           13.90            0.00            
16401            25.37            245.60           8.76             0.52            
16402            25.37            245.60           15.01            0.00            
16403            25.37            245.60           8.76             -0.52           
16404            -28.65           238.62           6.95             3.14            
16405            -28.65           238.62           11.92            2.62            
16406            -28.65           238.62           6.95             2.09            
16407            -27.79           249.04           11.04            2.62            
16408            -27.79           249.04           18.91            2.09            
16409            -27.79           249.04           11.04            1.57            
16410            -18.33           244.58           6.95             2.09            
16411            -18.33           244.58           11.92            1.57            
16412            -18.33           244.58           6.95             1.05            
16413            -17.63           259.24           10.22            2.62            
16414            -17.63           259.24           17.51            2.09            
16415            -17.63           259.24           10.22            1.57            
16416            -8.87            271.86           16.21            2.09            
16417            -8.87            271.86           27.79            1.57            
16418            -8.87            271.86           16.21            1.05            
16419            -0.12            259.24           10.22            1.57            
16420            -0.12            259.24           17.51            1.05            
16421            -0.12            259.24           10.22            0.52            
16422            0.58             244.58           6.95             2.09            
16423            0.58             244.58           11.92            1.57            
16424            0.58             244.58           6.95             1.05            
16425            10.04            249.04           11.04            1.57            
16426            10.04            249.04           18.91            1.05            
16427            10.04            249.04           11.04            0.52            
16428            10.91            238.62           6.95             1.05            
16429            10.91            238.62           11.92            0.52            
16430            10.91            238.62           6.95             0.00            
16431            1.92             261.01           9.46             2.62            
16432            1.92             261.01           16.21            2.09            
16433            1.92             261.01           9.46             1.57            
16434            10.03            272.69           15.01            2.09            
16435            10.03            272.69           25.73            1.57            
16436            10.03            272.69           15.01            1.05            
16437            18.14            261.01           9.46             1.57            
16438            18.14            261.01           16.21            1.05            
16439            18.14            261.01           9.46             0.52            
16440            28.94            277.80           13.90            2.09            
16441            28.94            277.80           23.82            1.57            
16442            28.94            277.80           13.90            1.05            
16443            47.84            286.71           22.06            1.57            
16444            47.84            286.71           37.80            1.05            
16445            47.84            286.71           22.06            0.52            
16446            49.57            265.88           13.90            1.05            
16447            49.57            265.88           23.82            0.52            
16448            49.57            265.88           13.90            0.00            
16449            40.42            248.14           9.46             1.57            
16450            40.42            248.14           16.21            1.05            
16451            40.42            248.14           9.46             0.52            
16452            54.60            246.96           15.01            1.05            
16453            54.60            246.96           25.73            0.52            
16454            54.60            246.96           15.01            0.00            
16455            48.53            234.10           9.46             0.52            
16456            48.53            234.10           16.21            0.00            
16457            48.53            234.10           9.46             -0.52           
16458            24.65            230.68           6.95             2.09            
16459            24.65            230.68           11.92            1.57            
16460            24.65            230.68           6.95             1.05            
16461            34.11            235.14           11.04            1.57            
16462            34.11            235.14           18.91            1.05            
16463            34.11            235.14           11.04            0.52            
16464            34.98            224.72           6.95             1.05            
16465            34.98            224.72           11.92            0.52            
16466            34.98            224.72           6.95             0.00            
16467            48.02            231.44           10.22            1.57            
16468            48.02            231.44           17.51            1.05            
16469            48.02            231.44           10.22            0.52            
16470            63.33            230.17           16.21            1.05            
16471            63.33            230.17           27.79            0.52            
16472            63.33            230.17           16.21            0.00            
16473            56.78            216.28           10.22            0.52            
16474            56.78            216.28           17.51            0.00            
16475            56.78            216.28           10.22            -0.52           
16476            44.43            208.34           6.95             1.05            
16477            44.43            208.34           11.92            0.52            
16478            44.43            208.34           6.95             0.00            
16479            53.02            202.38           11.04            0.52            
16480            53.02            202.38           18.91            0.00            
16481            53.02            202.38           11.04            -0.52           
16482            44.43            196.42           6.95             0.00            
16483            44.43            196.42           11.92            -0.52           
16484            44.43            196.42           6.95             -1.05           
16485            -115.23          163.60           7.51             4.71            
16486            -115.23          163.60           12.87            4.19            
16487            -115.23          163.60           7.51             3.67            
16488            -126.48          164.54           11.92            4.19            
16489            -126.48          164.54           20.42            3.67            
16490            -126.48          164.54           11.92            3.14            
16491            -121.66          174.75           7.51             3.67            
16492            -121.66          174.75           12.87            3.14            
16493            -121.66          174.75           7.51             2.62            
16494            -137.49          175.51           11.04            4.19            
16495            -137.49          175.51           18.91            3.67            
16496            -137.49          175.51           11.04            3.14            
16497            -151.12          184.96           17.51            3.67            
16498            -151.12          184.96           30.01            3.14            
16499            -151.12          184.96           17.51            2.62            
16500            -137.49          194.42           11.04            3.14            
16501            -137.49          194.42           18.91            2.62            
16502            -137.49          194.42           11.04            2.09            
16503            -121.66          195.18           7.51             3.67            
16504            -121.66          195.18           12.87            3.14            
16505            -121.66          195.18           7.51             2.62            
16506            -126.48          205.39           11.92            3.14            
16507            -126.48          205.39           20.42            2.62            
16508            -126.48          205.39           11.92            2.09            
16509            -115.23          206.33           7.51             2.62            
16510            -115.23          206.33           12.87            2.09            
16511            -115.23          206.33           7.51             1.57            
16512            -139.40          196.63           10.22            4.19            
16513            -139.40          196.63           17.51            3.67            
16514            -139.40          196.63           10.22            3.14            
16515            -152.02          205.38           16.21            3.67            
16516            -152.02          205.38           27.79            3.14            
16517            -152.02          205.38           16.21            2.62            
16518            -139.40          214.14           10.22            3.14            
16519            -139.40          214.14           17.51            2.62            
16520            -139.40          214.14           10.22            2.09            
16521            -157.54          225.80           15.01            3.67            
16522            -157.54          225.80           25.73            3.14            
16523            -157.54          225.80           15.01            2.62            
16524            -167.17          246.21           23.82            3.14            
16525            -167.17          246.21           40.83            2.62            
16526            -167.17          246.21           23.82            2.09            
16527            -144.67          248.08           15.01            2.62            
16528            -144.67          248.08           25.73            2.09            
16529            -144.67          248.08           15.01            1.57            
16530            -125.51          238.20           10.22            3.14            
16531            -125.51          238.20           17.51            2.62            
16532            -125.51          238.20           10.22            2.09            
16533            -124.24          253.51           16.21            2.62            
16534            -124.24          253.51           27.79            2.09            
16535            -124.24          253.51           16.21            1.57            
16536            -110.34          246.96           10.22            2.09            
16537            -110.34          246.96           17.51            1.57            
16538            -110.34          246.96           10.22            1.05            
16539            -106.65          221.17           7.51             3.67            
16540            -106.65          221.17           12.87            3.14            
16541            -106.65          221.17           7.51             2.62            
16542            -111.47          231.39           11.92            3.14            
16543            -111.47          231.39           20.42            2.62            
16544            -111.47          231.39           11.92            2.09            
16545            -100.22          232.32           7.51             2.62            
16546            -100.22          232.32           12.87            2.09            
16547            -100.22          232.32           7.51             1.57            
16548            -107.48          246.41           11.04            3.14            
16549            -107.48          246.41           18.91            2.62            
16550            -107.48          246.41           11.04            2.09            
16551            -106.10          262.94           17.51            2.62            
16552            -106.10          262.94           30.01            2.09            
16553            -106.10          262.94           17.51            1.57            
16554            -91.10           255.86           11.04            2.09            
16555            -91.10           255.86           18.91            1.57            
16556            -91.10           255.86           11.04            1.05            
16557            -82.53           242.53           7.51             2.62            
16558            -82.53           242.53           12.87            2.09            
16559            -82.53           242.53           7.51             1.57            
16560            -76.09           251.81           11.92            2.09            
16561            -76.09           251.81           20.42            1.57            
16562            -76.09           251.81           11.92            1.05            
16563            -69.65           242.53           7.51             1.57            
16564            -69.65           242.53           12.87            1.05            
16565            -69.65           242.53           7.51             0.52            
16566            -123.96          219.89           9.46             4.19            
16567            -123.96          219.89           16.21            3.67            
16568            -123.96          219.89           9.46             3.14            
16569            -135.64          228.00           15.01            3.67            
16570            -135.64          228.00           25.73            3.14            
16571            -135.64          228.00           15.01            2.62            
16572            -123.96          236.11           9.46             3.14            
16573            -123.96          236.11           16.21            2.62            
16574            -123.96          236.11           9.46             2.09            
16575            -140.75          246.90           13.90            3.67            
16576            -140.75          246.90           23.82            3.14            
16577            -140.75          246.90           13.90            2.62            
16578            -149.66          265.80           22.06            3.14            
16579            -149.66          265.80           37.80            2.62            
16580            -149.66          265.80           22.06            2.09            
16581            -128.84          267.53           13.90            2.62            
16582            -128.84          267.53           23.82            2.09            
16583            -128.84          267.53           13.90            1.57            
16584            -111.09          258.39           9.46             3.14            
16585            -111.09          258.39           16.21            2.62            
16586            -111.09          258.39           9.46             2.09            
16587            -109.91          272.57           15.01            2.62            
16588            -109.91          272.57           25.73            2.09            
16589            -109.91          272.57           15.01            1.57            
16590            -97.05           266.50           9.46             2.09            
16591            -97.05           266.50           16.21            1.57            
16592            -97.05           266.50           9.46             1.05            
16593            -129.53          271.14           12.87            3.67            
16594            -129.53          271.14           22.06            3.14            
16595            -129.53          271.14           12.87            2.62            
16596            -137.79          288.65           20.42            3.14            
16597            -137.79          288.65           35.00            2.62            
16598            -137.79          288.65           20.42            2.09            
16599            -118.50          290.25           12.87            2.62            
16600            -118.50          290.25           22.06            2.09            
16601            -118.50          290.25           12.87            1.57            
16602            -130.94          314.39           18.91            3.14            
16603            -130.94          314.39           32.41            2.62            
16604            -130.94          314.39           18.91            2.09            
16605            -128.59          342.72           30.01            2.62            
16606            -128.59          342.72           51.43            2.09            
16607            -128.59          342.72           30.01            1.57            
16608            -102.87          330.59           18.91            2.09            
16609            -102.87          330.59           32.41            1.57            
16610            -102.87          330.59           18.91            1.05            
16611            -88.19           307.75           12.87            2.62            
16612            -88.19           307.75           22.06            2.09            
16613            -88.19           307.75           12.87            1.57            
16614            -77.16           323.65           20.42            2.09            
16615            -77.16           323.65           35.00            1.57            
16616            -77.16           323.65           20.42            1.05            
16617            -66.13           307.75           12.87            1.57            
16618            -66.13           307.75           22.06            1.05            
16619            -66.13           307.75           12.87            0.52            
16620            -78.35           277.30           9.46             3.14            
16621            -78.35           277.30           16.21            2.62            
16622            -78.35           277.30           9.46             2.09            
16623            -77.17           291.47           15.01            2.62            
16624            -77.17           291.47           25.73            2.09            
16625            -77.17           291.47           15.01            1.57            
16626            -64.31           285.40           9.46             2.09            
16627            -64.31           285.40           16.21            1.57            
16628            -64.31           285.40           9.46             1.05            
16629            -63.35           305.34           13.90            2.62            
16630            -63.35           305.34           23.82            2.09            
16631            -63.35           305.34           13.90            1.57            
16632            -51.44           322.51           22.06            2.09            
16633            -51.44           322.51           37.80            1.57            
16634            -51.44           322.51           22.06            1.05            
16635            -39.53           305.34           13.90            1.57            
16636            -39.53           305.34           23.82            1.05            
16637            -39.53           305.34           13.90            0.52            
16638            -38.57           285.40           9.46             2.09            
16639            -38.57           285.40           16.21            1.57            
16640            -38.57           285.40           9.46             1.05            
16641            -25.71           291.47           15.01            1.57            
16642            -25.71           291.47           25.73            1.05            
16643            -25.71           291.47           15.01            0.52            
16644            -24.53           277.30           9.46             1.05            
16645            -24.53           277.30           16.21            0.52            
16646            -24.53           277.30           9.46             0.00            
16647            -71.29           241.59           7.51             3.67            
16648            -71.29           241.59           12.87            3.14            
16649            -71.29           241.59           7.51             2.62            
16650            -76.11           251.80           11.92            3.14            
16651            -76.11           251.80           20.42            2.62            
16652            -76.11           251.80           11.92            2.09            
16653            -64.85           252.74           7.51             2.62            
16654            -64.85           252.74           12.87            2.09            
16655            -64.85           252.74           7.51             1.57            
16656            -72.11           266.82           11.04            3.14            
16657            -72.11           266.82           18.91            2.62            
